Tcrit,elite_fracture_prob,time_to_elite_fracture,weeks_below_elite_crit,avg_loyal,peak_protest,end_displaced_m,mean_elite,min_elite,mean_stab,min_stab
53.0,1.0,67.0,89.0,0.023329347559796234,1.0,2.5567422146144554,0.39770840506693306,0.3125948613191161,0.26783989831736693,0.0
157.0,0.0,157.0,0.0,0.48843195932478367,0.15984517503914855,0.2888927048797265,0.6120993367808197,0.586701347810169,0.9833152838704046,0.6443474512008371
64.0,1.0,80.0,76.0,0.019979813263132414,1.0,2.3654192363571753,0.4183703585138884,0.3155989680601882,0.3397541014764826,0.0
157.0,0.0,157.0,0.0,0.6279438144560634,0.18754790522108306,0.34746868293841143,0.6245936496738334,0.6000366972259448,0.989541613390661,0.656057029856985
87.0,1.0,108.0,48.0,0.017798409805112794,1.0,2.5502565677027973,0.45619524788924226,0.32493582726256676,0.45947930455706926,0.0
157.0,0.0,157.0,0.0,0.5798000722931957,1.0,1.8691308704761722,0.5140542097603567,0.41651272803267303,0.8357298751725145,0.40322408440398794
101.0,1.0,117.0,39.0,0.017343113603554172,1.0,2.0887316406702423,0.46369411928428006,0.3104038609364436,0.5522897815713494,0.0
71.0,1.0,88.0,68.0,0.01697865579281107,1.0,2.2496975255485694,0.4337735790759509,0.31749824923362,0.37217432150937096,0.0
90.0,1.0,111.0,44.0,0.20645775769925,1.0,2.0949466497160505,0.4636736440234267,0.33074410279561023,0.4740782671831462,0.0
52.0,1.0,64.0,92.0,0.019128769857422092,1.0,2.4195266785723035,0.38590258553781487,0.29842609323569336,0.2740740714278313,0.0
157.0,0.0,157.0,0.0,0.7193118832617369,0.17062704227726616,0.3184449530930789,0.6130794838032464,0.5903504451346204,0.989445822441872,0.6550988862099416
74.0,1.0,95.0,25.0,0.3578098095543634,1.0,2.401325092171103,0.47475048898266853,0.33734121748283186,0.5588248993854521,0.0
157.0,0.0,157.0,0.0,0.041384045925445395,0.1511272944783006,0.5078402187004007,0.6027394910266959,0.5971624468954877,0.9910863853722099,0.6637649660907661
157.0,0.0,157.0,0.0,0.01947621329968868,0.16246544551598813,0.5612980274710905,0.603222804942271,0.5991576513183204,0.9831505304150994,0.6586631495642139
137.0,0.0,157.0,0.0,0.019569115611440282,0.9780737906657827,1.33866141004892,0.523899166697634,0.35113601557659835,0.7126341715535586,0.0
157.0,0.0,157.0,0.0,0.022246966581829012,0.2535366011520903,0.5800284942517305,0.5805094653825349,0.5768468318589873,0.9878475054373876,0.655531546331428
157.0,0.0,157.0,0.0,0.4352099759163724,0.16254554570587,0.42841578542767383,0.6191090850927983,0.5907105213561539,0.9857272530432346,0.6518792831692755
87.0,1.0,99.0,57.0,0.02468216881689626,1.0,2.2574408774195263,0.44465573553992427,0.312105747601007,0.45084497034553606,0.0
157.0,0.0,157.0,0.0,0.018603500046080777,0.18855877391616133,0.5444134829547445,0.6021037095390346,0.5980982141326899,0.9864330748763778,0.6461459003410643
92.0,1.0,106.0,50.0,0.022397631148210362,1.0,2.2122384180716734,0.4565513139954986,0.32256032948714886,0.4605672481144168,0.0
157.0,0.0,157.0,0.0,0.024751580029366144,0.42779458373020623,0.8286982283711507,0.5822957780849483,0.5652489126332785,0.9693110770031174,0.6482456117884375
71.0,1.0,86.0,70.0,0.019297092652942435,1.0,2.344997690687212,0.42127540005013503,0.31177231429641,0.33581778220817465,0.0
143.0,0.0,157.0,0.0,0.024673064055621568,0.9616455422695901,1.4513560919419983,0.5301274234826676,0.379813521622599,0.7416899697157603,0.08801540379926324
121.0,1.0,138.0,18.0,0.025378565831855163,1.0,1.4119715881360868,0.5037461026717914,0.3229891809528381,0.6329395697197581,0.0
55.0,1.0,71.0,85.0,0.02078781726361992,1.0,2.1383457052206656,0.40997413587995585,0.32014922627397935,0.2802117341762732,0.0
157.0,0.0,157.0,0.0,0.761974369810987,0.2632478545233391,0.40329184300750176,0.6276180537108694,0.6110653427474887,0.9906842065093,0.6587064024046947
50.0,1.0,65.0,91.0,0.040375765577524515,1.0,2.251843814251459,0.3969164452540986,0.3175325501888105,0.23445181997469328,0.0
157.0,0.0,157.0,0.0,0.020525176142639164,0.939767474632741,1.1070103728282448,0.5501913972757344,0.45967822060791597,0.8891001223582108,0.5285102415472099
61.0,1.0,76.0,80.0,0.01757543784121938,1.0,2.6130478643805666,0.412476857366428,0.3129531989447722,0.32815932123479713,0.0
157.0,0.0,157.0,0.0,0.0220237715240489,0.42612761995030074,0.791026233648836,0.5764545576923726,0.5513080814158661,0.9267136029806309,0.652408582258221
148.0,0.0,157.0,0.0,0.026454996802234596,0.9512175755166937,1.5124497335617413,0.5285555949642892,0.39481306061449906,0.7653893783246767,0.1727818722186792
157.0,0.0,157.0,0.0,0.017258521859899983,0.15050732766220928,0.5618585358076407,0.608561405501182,0.6037774394108195,0.9844797900057868,0.654571198905403
137.0,0.0,157.0,0.0,0.02401850797074711,0.8825221984606121,1.2484874954671024,0.5205154164331502,0.36729437119513736,0.6802221212841153,0.04038816497056105
74.0,1.0,97.0,59.0,0.022793241200619308,1.0,2.1837879400339544,0.43947484875915915,0.33366935209741494,0.3822021533847948,0.0
157.0,0.0,157.0,0.0,0.5349170665100331,0.2909112819829488,0.35278095805559556,0.611361163480012,0.5886951394035279,0.9898820212068972,0.6565182035501319
104.0,1.0,122.0,34.0,0.02011772075206393,1.0,1.6487928696058654,0.4764856179091042,0.3217051471087734,0.5262151820461295,0.0
81.0,1.0,96.0,60.0,0.01785926555817153,1.0,2.375588633334226,0.4442116316986694,0.3138665252213416,0.43117463975150155,0.0
157.0,0.0,157.0,0.0,0.6882785648993466,0.4388429728938742,0.37311936164993054,0.6147517873581213,0.5909548973273148,0.9907629954369644,0.663832413580521
79.0,1.0,93.0,63.0,0.021326184519915168,1.0,2.1923271709321726,0.44310758420020663,0.32051123297896456,0.4194012213435701,0.0
50.0,1.0,62.0,94.0,0.01950015164835248,1.0,2.647221397200731,0.388856736090403,0.3111923363404377,0.23763751035079622,0.0
157.0,0.0,157.0,0.0,0.01989980087747847,0.22945030228954655,0.4778419945515359,0.5726094180969188,0.565788042257459,0.9910023611822084,0.6617630349874015
95.0,1.0,116.0,40.0,0.02624813059222005,1.0,1.751130677675917,0.47194655273846536,0.3325570889067716,0.4773494685658551,0.0
157.0,0.0,157.0,0.0,0.6942649940282887,0.16775973597681954,0.4095043967778282,0.6204935571385946,0.6001405779075905,0.9877587485626745,0.6528962332388426
157.0,0.0,157.0,0.0,0.024006541007685622,0.2698745458938577,0.8004498260070475,0.5958150218207771,0.5914355634091746,0.9868688115777144,0.6531025919162959
157.0,0.0,157.0,0.0,0.02426466785418214,0.24082278515779199,0.6491854731254262,0.5985972055690255,0.5941986898352274,0.9890198749981846,0.6559840131402238
157.0,0.0,157.0,0.0,0.7522391075493098,0.31006670419704724,0.31603492381317777,0.6207440069924007,0.5932495726851811,0.986190701430483,0.6554848294309982
157.0,0.0,157.0,0.0,0.714615027910976,0.17796919448704962,0.30790918375927806,0.6164120950607834,0.5922508929977545,0.986075896550685,0.6502322090784127
157.0,0.0,157.0,0.0,0.6305182540490301,0.29427809300371205,0.2492930146681463,0.6247598525646998,0.6041505776787905,0.9906934549959555,0.6630257506902799
157.0,0.0,157.0,0.0,0.37512625387663273,1.0,1.6398150914426757,0.5576580936930233,0.47330260292497167,0.8691273664052679,0.5550812370648646
157.0,0.0,157.0,0.0,0.7273921186394718,0.48185464368052655,0.42205255713275763,0.6104066837384894,0.5812940717513668,0.9849873662448951,0.6527142453725748
157.0,0.0,157.0,0.0,0.03932433508716965,0.2818444375150801,0.6302816480310395,0.5884366152002173,0.5802502710683861,0.9640151034451105,0.6579346491912
65.0,1.0,80.0,76.0,0.025025122369872022,1.0,2.0036546348308786,0.4198290217706304,0.31658352674772744,0.3393561301447456,0.0
119.0,1.0,141.0,15.0,0.022570564233463035,1.0,1.9924345792631761,0.5124789464190672,0.3339840241128735,0.650268271563313,0.0
