Tcrit_mean,Tcrit_std,elite_fracture_prob_mean,elite_fracture_prob_std,time_to_elite_fracture_mean,time_to_elite_fracture_std,weeks_below_elite_crit_mean,weeks_below_elite_crit_std,avg_loyal_mean,avg_loyal_std,peak_protest_mean,peak_protest_std,end_displaced_m_mean,end_displaced_m_std,mean_elite_mean,mean_elite_std,min_elite_mean,min_elite_std,mean_stab_mean,mean_stab_std,min_stab_mean,min_stab_std
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6506577906885911,0.0,0.2540120627239827,0.0,0.36475905574134476,0.0,0.5697215623684918,0.0,0.45668827607346774,6.206335383118183e-17,0.8178863378179202,1.2412670766236366e-16,0.4274876821842306,0.0
89.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.013268329738900556,0.0,0.422107725163413,0.0,0.5828991229014078,0.0,0.4405726768891606,0.0,0.3634317869864928,0.0,0.3397620646724695,0.0,0.06352921693664182,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.684884613200451,0.0,0.24523821922408534,0.0,0.36309859887718154,0.0,0.57519703908474,0.0,0.4582906062919433,6.206335383118183e-17,0.8366063586210435,0.0,0.43617483625574727,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6503353691981208,0.0,0.25403673991080333,0.0,0.36464903132959897,0.0,0.5711155216578458,0.0,0.45694593094653707,6.206335383118183e-17,0.8232013584584777,0.0,0.4286971574769158,6.206335383118183e-17
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6516039535409379,0.0,0.2535919507829752,0.0,0.3645134113116032,0.0,0.5804056044714452,0.0,0.46517531261846684,0.0,0.8242522438108061,1.2412670766236366e-16,0.4290222371978166,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6514095249086633,0.0,0.253722302610993,0.0,0.36453045396958483,0.0,0.5731548678891522,0.0,0.4627862325390642,0.0,0.8240710244090229,0.0,0.4288981172919913,6.206335383118183e-17
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6496985936521171,0.0,0.2617726794964307,0.0,0.36523311628952654,0.0,0.5683355648876219,0.0,0.4500858230901298,0.0,0.813377077701193,0.0,0.40432912647928,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6545502890971798,0.0,0.2462780275572462,0.0,0.36340198766615134,0.0,0.5849790959206127,0.0,0.49061944159071125,0.0,0.8767183993511469,0.0,0.5730209845481605,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6779287605339639,0.0,0.23158979669654728,3.1031676915590914e-17,0.3617033843106986,0.0,0.578858500425241,0.0,0.46867497331905283,0.0,0.8478423949860296,0.0,0.47054257718322845,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6786593651574943,0.0,0.2313564284265311,0.0,0.3616859857717537,0.0,0.5795897093572111,0.0,0.4701577522146258,0.0,0.8507783710825592,0.0,0.475311974517448,6.206335383118183e-17
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6508881645824098,0.0,0.2539735531330715,0.0,0.36462479855270774,0.0,0.5710961509411276,0.0,0.4568071585677128,0.0,0.8230736806632212,0.0,0.4282729083966158,6.206335383118183e-17
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.6495847194516516,0.0,0.25433566850856304,0.0,0.36486536704557915,0.0,0.5589445634389048,0.0,0.4449176252848244,0.0,0.8216622194482494,0.0,0.4285741266227051,6.206335383118183e-17
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.056802453930310325,0.0,0.11742676962450997,0.0,0.38090787798272896,0.0,0.587584635595895,0.0,0.5236979236034272,0.0,0.8763669978206027,0.0,0.6347586849902248,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.02611021049036332,3.878959614448864e-18,0.15637878677215084,0.0,0.6290893269261395,0.0,0.47938147882119225,0.0,0.43227244452778246,0.0,0.40560977518130026,0.0,0.2798297049982507,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.02615426426332288,3.878959614448864e-18,0.15637868808830818,0.0,0.6290760032028715,0.0,0.47943226503071035,0.0,0.4322973821560259,0.0,0.40581020205862844,6.206335383118183e-17,0.27991631199114814,0.0
125.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.025540937089388392,0.0,0.15638029576865342,0.0,0.6292552477409137,0.0,0.47873435665926783,6.206335383118183e-17,0.43195986718971546,0.0,0.4030537410745823,0.0,0.2787437369866598,0.0
128.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.026120954900632064,3.878959614448864e-18,0.15636707900477936,0.0,0.6281311306335655,0.0,0.47978472905719177,6.206335383118183e-17,0.4327522477918084,6.206335383118183e-17,0.40705467399832196,6.206335383118183e-17,0.2814803463213715,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.02613230898288001,0.0,0.15635275702178902,0.0,0.6288125005492113,0.0,0.47953402552278906,0.0,0.43241300472004174,0.0,0.4061651829897664,0.0,0.28031308805189914,0.0
