week,year,Stab,Elite,Loyal,Info,Morale,Protest,Fiscal,CPI,Infl,EStress,Repr,Troops,Displaced,War,Sanctions,OilPrice,OilRevIndex
0,0,0.657789277400441,0.635357955445213,0.698513986387292,0.725194466856383,0.511912697990469,0.185073927678679,0.343815561879428,100.830769230769,0.432,0.835346040190612,0.475125,0.2272,0.0509914578985561,0.8,0.85,1.4,0.30184
1,0.0192307692307692,0.706685984472228,0.623901169931545,0.638267991829228,0.746475698775667,0.470588446905966,0.170979302541848,0.235341152307538,101.693147910323,0.444742132574469,0.860491639231763,0.463708035022827,0.2526592,0.101721270739263,0.8,0.85,1.4,0.30184
2,0.0384615384615385,0.74768607337251,0.615028336027579,0.569315747339025,0.763809337595144,0.426255931540141,0.157962184311064,0.12440514422241,102.588358678998,0.457759061723095,0.882774698835658,0.44668697652939,0.2764890112,0.152151888303361,0.8,0.85,1.4,0.30184
3,0.0576923076923077,0.781888841840883,0.608233395101643,0.491680583998692,0.777166968560527,0.379133844413305,0.146249043839446,0.0108485428467827,103.517713293828,0.471071382693311,0.902304322552641,0.424014077233832,0.2987937144832,0.202255882209261,0.8,0.85,1.4,0.30184
4,0.0769230769230769,0.813460080911038,0.603096903171624,0.412739883329713,0.789689916229095,0.329428226182782,0.136034523869625,0,104.482614191887,0.484698174858386,0.91923801284781,0.395695258244287,0.319670916756275,0.252014656221883,0.8,0.85,1.4,0.30184
5,0.0961538461538462,0.843055366410899,0.59944400275518,0.333924389918273,0.80176676753494,0.278173435944857,0.127155581630561,0,105.459124778372,0.486,0.920707583983532,0.366439757265276,0.339211978083874,0.301299760359564,0.8,0.85,1.4,0.30184
6,0.115384615384615,0.870687705926791,0.597041470125125,0.255332852176573,0.813453355504408,0.225531399004302,0.119617617636591,0,106.444761983032,0.486,0.920707583983532,0.336863971542279,0.357502411486506,0.350124128166718,0.8,0.85,1.4,0.30184
7,0.134615384615385,0.89634431561832,0.595675462430733,0.176997180040828,0.824805760203751,0.171566907256152,0.113446370651247,0,107.439611104642,0.486,0.920707583983532,0.306834500997713,0.374622257151369,0.398513058923124,0.8,0.85,1.4,0.30184
8,0.153846153846154,0.920016090162368,0.595158326367128,0.0989421710204965,0.835881145949368,0.116340969079952,0.108669841780443,0,108.443758239197,0.486,0.920707583983532,0.27621886233869,0.390646432693682,0.446489394317798,0.8,0.85,1.4,0.30184
9,0.173076923076923,0.941697176676571,0.595325298263536,0.0211861866781384,0.846737847472442,0.0599107990419519,0.105317870408656,0,109.457290287356,0.486,0.920707583983532,0.244911195745059,0.405645061001286,0.494073479431997,0.8,0.85,1.4,0.30184
10,0.192307692307692,0.961384558143077,0.596031637535978,0,0.857435439847624,0.00232980709448367,0.103421823694414,0,110.480294961965,0.486,0.920707583983532,0.212828748147845,0.419683777097204,0.541283036394974,0.8,0.85,1.4,0.30184
11,0.211538461538462,0.979973062304418,0.597159098597618,0,0.868034796989484,0,0.101761003565005,0,111.512860795648,0.486,0.920707583983532,0.20578450556343,0.432824015362983,0.588201128180545,0.8,0.85,1.4,0.30184
12,0.230769230769231,0.997562131787288,0.598629417812364,0,0.878545831722247,0,0.0999354171752804,0,112.555077148468,0.486,0.920707583983532,0.208328351277476,0.445123278379752,0.634856271422893,0.8,0.85,1.4,0.30184
13,0.25,1,0.600376466683647,0,0.888961752434215,0,0.0979487376425133,0,113.607034215664,0.486,0.920707583983532,0.210850999613339,0.456635388563448,0.681246887533697,0.8,0.85,1.4,0.30184
14,0.269230769230769,1,0.601985289966823,0,0.899275923797974,0,0.0958513460202446,0,114.668823035449,0.486,0.920707583983532,0.213350820584212,0.467410723695387,0.727371771535009,0.8,0.85,1.4,0.30184
